DATAFLOW,LAST UPDATE,freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Hungary,2022,15.128,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Hungary,2023,17.117,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Hungary,2024,18.264,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Ireland,2015,9.083,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Ireland,2016,9.189,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Ireland,2017,10.52,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Ireland,2018,10.942,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Ireland,2019,11.979,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Ireland,2020,16.16,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Ireland,2021,12.945,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Ireland,2022,13.017,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Ireland,2023,15.243,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Ireland,2024,16.064,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Iceland,2015,71.949,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Iceland,2016,75.329,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Iceland,2017,74.104,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Iceland,2018,77.173,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Iceland,2019,78.612,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Iceland,2020,83.725,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Iceland,2021,79.618,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Iceland,2022,78.735,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Iceland,2023,79.444,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Iceland,2024,79.332,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Italy,2015,17.525,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Italy,2016,17.415,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Italy,2017,18.267,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Italy,2018,17.796,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Italy,2019,18.181,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Italy,2020,20.359,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Italy,2021,18.888,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Italy,2022,18.826,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Italy,2023,19.179,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Italy,2024,19.385,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Lithuania,2015,25.748,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Lithuania,2016,25.612,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Lithuania,2017,26.038,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Lithuania,2018,24.695,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Lithuania,2019,25.474,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Lithuania,2020,26.773,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Lithuania,2021,28.167,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Lithuania,2022,29.599,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Lithuania,2023,31.927,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Lithuania,2024,35.408,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Luxembourg,2015,4.987,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Luxembourg,2016,5.364,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Luxembourg,2017,6.194,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Luxembourg,2018,8.942,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Luxembourg,2019,7.046,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Luxembourg,2020,11.699,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Luxembourg,2021,11.713,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Luxembourg,2022,14.286,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Luxembourg,2023,14.312,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Luxembourg,2024,14.742,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Latvia,2015,37.538,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Latvia,2016,37.138,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Latvia,2017,39.008,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Latvia,2018,40.019,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Latvia,2019,40.929,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Latvia,2020,42.132,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Latvia,2021,42.112,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Latvia,2022,43.786,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Latvia,2023,43.250,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Latvia,2024,45.535,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Moldova,2015,26.173,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Moldova,2016,26.888,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Moldova,2017,27.836,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Moldova,2018,27.476,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Moldova,2019,23.843,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Moldova,2020,25.057,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Moldova,2021,22.203,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Moldova,2022,21.540,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Moldova,2023,22.995,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Moldova,2024,20.769,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2015,43.073,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2016,41.529,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2017,39.693,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2018,38.801,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2019,37.722,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2020,43.77,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2021,39.891,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2022,41.064,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2023,40.883,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Montenegro,2024,40.822,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2015,19.526,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2016,18.044,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2017,19.636,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2018,18.179,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2019,17.485,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2020,19.222,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2021,19.115,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2022,20.010,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2023,20.207,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,North Macedonia,2024,21.811,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2015,5.119,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2016,6.208,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2017,7.219,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2018,7.914,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2019,8.23,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2020,10.714,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2021,12.631,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2022,14.040,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2023,15.437,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Malta,2024,17.210,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2015,5.714,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2016,5.846,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2017,6.507,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2018,7.394,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2019,8.886,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2020,13.999,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2021,13.117,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2022,15.291,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2023,17.588,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Netherlands,2024,20.180,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2015,68.545,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2016,69.235,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2017,70.036,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2018,71.566,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2019,74.406,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2020,77.358,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2021,75.038,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2022,76.782,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2023,76.729,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Norway,2024,77.932,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2015,11.881,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2016,11.396,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2017,11.059,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2018,14.936,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2019,15.377,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2020,16.102,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2021,15.604,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2022,16.644,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2023,16.651,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Poland,2024,17.770,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2015,30.514,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2016,30.864,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2017,30.611,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2018,30.203,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2019,30.623,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2020,33.982,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2021,33.982,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2022,34.675,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2023,35.154,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Portugal,2024,36.319,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2015,24.785,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2016,25.032,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2017,24.454,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2018,23.875,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2019,24.29,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2020,24.478,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2021,23.871,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2022,24.229,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2023,25.758,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Romania,2024,25.378,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2015,21.989,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2016,21.147,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2017,20.287,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2018,20.32,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2019,21.443,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2020,26.297,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2021,25.255,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2022,24.670,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2023,25.428,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Serbia,2024,25.862,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2015,52.22,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2016,52.597,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2017,53.39,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2018,53.916,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2019,55.785,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2020,60.124,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2021,62.527,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2022,66.287,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2023,66.393,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Sweden,2024,62.846,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2015,22.879,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2016,21.975,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2017,21.658,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2018,21.378,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2019,21.968,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2020,25,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2021,25.000,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2022,25.002,,
ESTAT:NRG_IND_REN$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Renewable energy - overall,Percentage,Slovenia,2023,25.066,,
